_id,desc_distrito_local,desc_barrio_local,Nombre,desc_situacion_terraza,desc_ubicacion_terraza
2112,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,EL SE?ORIO DE LAS SUERTES,Abierta,Acera
2113,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,PASTELERIA JARANDA,Abierta,Acera
2115,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,RESTAURANTE LA MERCED,Abierta,Acera
2116,SALAMANCA           ,RECOLETOS           ,PANS & COMPANY,Abierta,Acera
2117,CENTRO              ,SOL                 ,EL CUCURUCHO DEL MAR,Abierta,Calle peatonal
2118,CENTRO              ,JUSTICIA            ,BETI JAI,Abierta,Acera
2120,CENTRO              ,PALACIO             ,PLAZA RAMALES TOMA JAMON,Abierta,Plaza con bandas permanentes de circulaci? rodada
2121,CENTRO              ,SOL                 ,STAR STUDIO,Abierta,Plaza peatonal
2122,CENTRO              ,PALACIO             ,DRINK SANDWICHES,Abierta,Acera
2124,CENTRO              ,UNIVERSIDAD         ,NEVADO,Abierta,Plaza con bandas permanentes de circulaci? rodada
2125,CENTRO              ,SOL                 ,HOTEL VICTORIA 4,Abierta,Calle peatonal
2129,CENTRO              ,PALACIO             ,R?TULO NO INFORMADO,Abierta,Acera
2130,CENTRO              ,SOL                 ,CARPE DIEM,Abierta,Plaza peatonal
2138,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR AL-JJ,Abierta,Acera
2139,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CERVECERIA  SICANIA RESTAURANTE,Abierta,Acera
2140,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CASA JORGE,Abierta,Acera
2141,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR FOCOS,Abierta,Acera
2142,CIUDAD LINEAL       ,PUEBLO NUEVO        ,LOS CABALLEROS DE ?VILA,Abierta,Acera
2143,CIUDAD LINEAL       ,PUEBLO NUEVO        ,LA FAMOSA CARNICER?A Y ALIMENTACI?N POLIVALENTE ,Abierta,Acera
2145,CIUDAD LINEAL       ,QUINTANA            ,CAFETERIA JOYMA,Abierta,Acera
2147,CIUDAD LINEAL       ,COSTILLARES         ,BAR L C,Abierta,Acera
2148,CIUDAD LINEAL       ,COSTILLARES         ,CAFETERIA JIMENEZ,Abierta,Acera
2149,CIUDAD LINEAL       ,COSTILLARES         ,EL RINCON DEL JAMON,Abierta,Acera
2150,CIUDAD LINEAL       ,CONCEPCION          ,CAFERERIA BAR LAS TRES CORONAS,Abierta,Acera
2151,CIUDAD LINEAL       ,QUINTANA            ,EL CASTILLO BAR CERVECERIA,Abierta,Acera
2152,CARABANCHEL         ,VISTA ALEGRE        ,LA PARADA,Abierta,Acera
2154,CIUDAD LINEAL       ,PUEBLO NUEVO        ,SIN ROTULO,Abierta,Calle peatonal
2157,CIUDAD LINEAL       ,QUINTANA            ,BAR RESTAURANTE LECHONA TAMAL Y MONDONGO,Abierta,Acera
2158,CIUDAD LINEAL       ,CONCEPCION          ,LA GIRALDA,Abierta,Acera
2159,CIUDAD LINEAL       ,CONCEPCION          ,CAFE BAR NEVADA,Abierta,Acera
2161,CIUDAD LINEAL       ,CONCEPCION          ,BAR CAYPI,Abierta,Acera
2162,CIUDAD LINEAL       ,COSTILLARES         ,RESTAURANTE EPOCA,Abierta,Acera
2163,CIUDAD LINEAL       ,QUINTANA            ,MESON BRASA,Abierta,Calle peatonal
2164,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR ZURICH,Abierta,Acera
2165,CIUDAD LINEAL       ,PUEBLO NUEVO        ,LAMADREBAR ,Abierta,Acera
2169,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,HELADER?A TUCHI,Abierta,Bulevar
2170,CIUDAD LINEAL       ,CONCEPCION          ,CERVECERIA EL 31,Abierta,Acera
2171,CIUDAD LINEAL       ,COSTILLARES         ,NUEVO JIMENEZ,Abierta,Acera
2172,CIUDAD LINEAL       ,VENTAS              ,BAR RESTAURANTE DON GIL,Abierta,Acera
2173,CIUDAD LINEAL       ,QUINTANA            ,BAR JOSE LUIS PAUL,Abierta,Acera
2174,CIUDAD LINEAL       ,CONCEPCION          ,BAR RIO,Abierta,Acera
2175,CIUDAD LINEAL       ,CONCEPCION          ,CAFETERIA LA LEONESA I,Abierta,Acera
2176,CIUDAD LINEAL       ,PUEBLO NUEVO        ,JUNQUERAL MARISQUERIA,Abierta,Acera
2179,RETIRO              ,PACIFICO            ,"EXCLUSIVE PREMIUM BAR,INTERNATIONAL CUISINE,SHISHA?S LOUNGE, OUTLET",Abierta,Acera
2180,RETIRO              ,NI?O JESUS          ,LA PARISIENA,Abierta,Acera
2182,RETIRO              ,LOS JERONIMOS       ,SIGUERO,Abierta,Acera
2183,RETIRO              ,PACIFICO            ,CAFE BAR TROY,Abierta,Acera
2185,VICALVARO           ,CASCO H.VICALVARO   ,"BAR EL TOLEDANO SAN CI, 39",Abierta,Acera
2189,FUENCARRAL-EL PARDO ,EL PILAR            ,BAR SAN ANTONIO,Abierta,Superficie en parcela privada
2190,LATINA              ,LAS AGUILAS         ,BAR PARIS,Abierta,Superficie en parcela privada
2192,RETIRO              ,LOS JERONIMOS       ,HARINA,Abierta,Plaza con bandas permanentes de circulaci? rodada
2193,RETIRO              ,IBIZA               ,TOMA JAM?N,Abierta,Acera
2195,RETIRO              ,PACIFICO            ,BURGER KING,Abierta,Acera
2196,RETIRO              ,NI?O JESUS          ,VIENA AZUL,Abierta,Acera
2197,RETIRO              ,PACIFICO            ,ALQUITARA,Abierta,Acera
2203,CIUDAD LINEAL       ,QUINTANA            ,JOTA CINCO,Abierta,Acera
2205,CIUDAD LINEAL       ,VENTAS              ,BAR,Abierta,Acera
2206,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR PORSI,Abierta,Acera
2207,CIUDAD LINEAL       ,PUEBLO NUEVO        ,LA PARRILLA,Abierta,Acera
2208,CIUDAD LINEAL       ,PUEBLO NUEVO        ,BAR BARRANCO,Abierta,Acera
2209,CIUDAD LINEAL       ,CONCEPCION          ,CAFETERIA FUENTE DE,Abierta,Acera
2210,CIUDAD LINEAL       ,QUINTANA            ,BAR LUVIAL,Abierta,Acera
2211,CIUDAD LINEAL       ,VENTAS              ,AMPARO PELUQUERIA,Abierta,Acera
2212,CIUDAD LINEAL       ,SAN PASCUAL         ,MESON BALCON  TIETAR II,Abierta,Acera
2214,CIUDAD LINEAL       ,SAN PASCUAL         ,EL HERMOSO VALLE CERVECERIA,Abierta,Acera
2215,CIUDAD LINEAL       ,COLINA              ,GRAN HONG KONG,Abierta,Acera
2217,CIUDAD LINEAL       ,QUINTANA            ,LA MARINA,Abierta,Acera
2219,CIUDAD LINEAL       ,COSTILLARES         ,PUNTO Y COMA,Abierta,Acera
2220,ARGANZUELA          ,ACACIAS             ,CAFETERIA EL SURTIDOR,Abierta,Acera
2226,CENTRO              ,PALACIO             ,STARBUCKS COFFE,Abierta,Acera
2227,FUENCARRAL-EL PARDO ,EL PARDO            ,EL TIO ANTONIO ,Abierta,Plaza peatonal
2229,RETIRO              ,PACIFICO            ,GUISADO MOYA BLANCA FLORA,Abierta,Acera
2230,RETIRO              ,LOS JERONIMOS       ,A Z FOOD  AND CAFE,Abierta,Acera
2231,RETIRO              ,LOS JERONIMOS       ,ALFONSO XI,Abierta,Acera
2232,RETIRO              ,PACIFICO            ,DONDE SIEMPRE,Abierta,Acera
2234,RETIRO              ,PACIFICO            ,BAR-CAFETERIA  TANAY,Abierta,Acera
2235,RETIRO              ,IBIZA               ,LA TAGLIATELLA,Abierta,Acera
2236,RETIRO              ,IBIZA               ,EL TALGO,Abierta,Bulevar
2237,RETIRO              ,IBIZA               ,TOLEZAMAR BAR RESTAURANTE,Abierta,Bulevar
2240,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,R?TULO NO INFORMADO,Abierta,Acera
2241,VILLAVERDE          ,BUTARQUE            ,HORNO ROSALES,Abierta,Acera
2243,LATINA              ,PUERTA DEL ANGEL    ,BAR JANNA,Abierta,Acera
2275,SALAMANCA           ,LISTA               ,RESTAURANTE MARTINETE,Abierta,Acera
2277,CENTRO              ,CORTES              ,FABORIT,Abierta,Acera
2278,CENTRO              ,PALACIO             ,CAFETERIA DOMINGO'S,Abierta,Acera
2281,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR LAS CUBAS,Abierta,Acera
2282,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,EL RINCON DE MINAYA,Abierta,Acera
2284,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,CAFETERIA FRANCES,Abierta,Acera
2285,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CASA GORI,Abierta,Acera
2286,TETUAN              ,CASTILLEJOS         ,LA TAGLIATELLA  PIZZERIE,Abierta,Acera
2287,CENTRO              ,EMBAJADORES         ,MESON RESTAURANTE O PAZO DE LUGO,Abierta,Acera
2288,BARAJAS             ,CORRALEJOS          ,RESTAURANTE GREEN,Abierta,Acera
2289,CENTRO              ,PALACIO             ,ARBONAIDA,Abierta,Calle peatonal
2290,CENTRO              ,EMBAJADORES         ,LACA?A,Abierta,Acera
2292,CENTRO              ,PALACIO             ,CAFE DEL REAL,Abierta,Acera
2293,CENTRO              ,SOL                 ,CERVECERIA LA SURE?A,Abierta,Calle peatonal
2295,CENTRO              ,CORTES              ,LA PLATERIA TABERNA BAR,Abierta,Plaza peatonal
2296,CENTRO              ,SOL                 ,CRUZ DE MALTA CERVECERIA,Abierta,Calle peatonal
2298,CENTRO              ,UNIVERSIDAD         ,CABREIRA CERVECERIA,Abierta,Calle peatonal
2299,CENTRO              ,SOL                 ,EL ABUELO ,Abierta,Acera
2300,CENTRO              ,PALACIO             ,BAR EL PE?ON,Abierta,Acera
2301,CENTRO              ,PALACIO             ,CAFE DE LA VILLA,Abierta,Plaza peatonal
2304,CENTRO              ,SOL                 ,KFC,Abierta,Calle peatonal
2305,CENTRO              ,CORTES              ,CERVECERIA ALEMANA,Abierta,Plaza con bandas permanentes de circulaci? rodada
2306,CENTRO              ,JUSTICIA            ,HOTEL ROOM MATE,Abierta,Plaza con bandas permanentes de circulaci? rodada
2308,CIUDAD LINEAL       ,VENTAS              ,DONNER KING,Abierta,Acera
2309,CIUDAD LINEAL       ,VENTAS              ,BAR LA CUADRILLA,Abierta,Acera
2310,CIUDAD LINEAL       ,VENTAS              ,DELICIOUS KITCHEN,Abierta,Acera
2311,CIUDAD LINEAL       ,VENTAS              ,LOS CLUBS,Abierta,Acera
2312,CIUDAD LINEAL       ,VENTAS              ,SAL Y PIMIENTA,Abierta,Acera
2313,CENTRO              ,SOL                 ,COCOTITO,Abierta,Calle peatonal
2314,CENTRO              ,SOL                 ,MALASPINA,Abierta,Calle peatonal
2315,CENTRO              ,SOL                 ,CASA MARIUS,Abierta,Calle peatonal
2316,CENTRO              ,SOL                 ,LA DESCUBIERTA,Abierta,Calle peatonal
2317,CENTRO              ,SOL                 ,BAR RESTAURANTE EN BUSCA DEL TIEMPO,Abierta,Calle peatonal
2318,CENTRO              ,SOL                 ,MAJADERITOS,Abierta,Calle peatonal
2319,CENTRO              ,SOL                 ,R??TULO NO INFORMADO,Abierta,Acera
2321,CENTRO              ,SOL                 ,BARCELONA OCHO,Abierta,Acera
2322,CENTRO              ,SOL                 ,STARBUCKS,Suspension temporal,Acera
2323,CENTRO              ,PALACIO             ,BAR SAN BRUNO,Abierta,Calle peatonal
2324,CIUDAD LINEAL       ,VENTAS              ,BAR,Abierta,Acera
2325,CIUDAD LINEAL       ,VENTAS              ,BAR RESTAURANTE PORTA LATINA,Abierta,Acera
2326,CIUDAD LINEAL       ,VENTAS              ,EL GALEON,Abierta,Acera
2327,CIUDAD LINEAL       ,VENTAS              ,BAR DOS HERMANOS,Abierta,Acera
2330,CIUDAD LINEAL       ,QUINTANA            ,PUNTO LATINO,Abierta,Plaza peatonal
2331,CIUDAD LINEAL       ,PUEBLO NUEVO        ,MESON LAS PICAS,Abierta,Acera
2333,CIUDAD LINEAL       ,VENTAS              ,BAR LOS CHARROS,Abierta,Acera
2334,TETUAN              ,CASTILLEJOS         ,DEHESA DE SANTA MARIA,Abierta,Acera
2335,TETUAN              ,BELLAS VISTAS       ,BAR CHIC,Abierta,Acera
2336,CENTRO              ,UNIVERSIDAD         ,LA MUCCA ,Abierta,Acera
2337,CENTRO              ,EMBAJADORES         ,BAR RESTAURANTE LA CARPA,Abierta,Acera
2338,CENTRO              ,SOL                 ,LAS DESCALZAS,Abierta,Calle peatonal
2339,CENTRO              ,PALACIO             ,TABERNA ERRANTE,Abierta,Acera
2340,CENTRO              ,PALACIO             ,CAFETERIA OSMAR,Abierta,Acera
2341,CENTRO              ,EMBAJADORES         ,CAFETERIA ALCES RESTAURANTE,Abierta,Acera
2342,CHAMARTIN           ,NUEVA ESPA?A        ,RESTAURANTE EL PUCHERO SA,Abierta,Acera
2343,CHAMARTIN           ,PROSPERIDAD         ,GREENER,Abierta,Superficie en parcela privada
2344,CHAMARTIN           ,NUEVA ESPA?A        ,GINOS,Abierta,Acera
2345,CHAMARTIN           ,HISPANOAMERICA      ,LA TABERNA DE PEDRO,Abierta,Acera
2348,SALAMANCA           ,GUINDALERA          ,RESTAURANTE EL MIRADOR CAFETERIA,Abierta,Acera
2349,SALAMANCA           ,RECOLETOS           ,R?TULO NO INFORMADO,Abierta,Bulevar
2350,SALAMANCA           ,RECOLETOS           ,EL MERCADO DE VELAZQUEZ,Abierta,Acera
2351,MONCLOA-ARAVACA     ,ARGUELLES           ,TACO BELL,Abierta,Acera
2364,CENTRO              ,PALACIO             ,TORO TAPAS,Abierta,Calle peatonal
2370,CHAMARTIN           ,EL VISO             ,CEIP RAMIRO DE MAEZTU,Abierta,Acera
2372,SALAMANCA           ,GOYA                ,CERVECERIA LA SURE?A,Abierta,Plaza peatonal
2373,VILLAVERDE          ,LOS ROSALES         ,GENESIS,Abierta,Plaza peatonal
2375,TETUAN              ,CASTILLEJOS         ,EL JAMON Y EL CHURRASCO,Abierta,Acera
2376,CENTRO              ,CORTES              ,MAESTRO CHURRERO,Abierta,Plaza con bandas permanentes de circulaci? rodada
2377,CENTRO              ,CORTES              ,MAESTRO CHURERO CHOCOLATERIA,Abierta,Plaza con bandas permanentes de circulaci? rodada
2381,TETUAN              ,BERRUGUETE          ,PIZZERIA CARLOS,Abierta,Acera
2383,CARABANCHEL         ,COMILLAS            ,BAR EL CORTIJO II,Abierta,Acera
2384,MONCLOA-ARAVACA     ,ARGUELLES           ,ENKLIMA,Abierta,Acera
2385,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,FLORIDA 18,Abierta,Acera
2386,CIUDAD LINEAL       ,CONCEPCION          ,RESTAURANTE BAR RETORNO,Abierta,Acera
2387,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,CAFETERIA ORFE,Abierta,Acera
2388,CIUDAD LINEAL       ,PUEBLO NUEVO        ,MESON LA CHOZA BAR,Abierta,Acera
2392,CIUDAD LINEAL       ,VENTAS              ,BAR LAS GARGOLAS,Abierta,Acera
2393,CIUDAD LINEAL       ,VENTAS              ,CERVECERIA LA PLAZA,Abierta,Plaza peatonal
2394,CIUDAD LINEAL       ,VENTAS              ,BAR-CAFETERIA,Abierta,Calle peatonal
2395,CIUDAD LINEAL       ,VENTAS              ,CAFETERIA BAR NORTE,Abierta,Calle peatonal
2399,CIUDAD LINEAL       ,PUEBLO NUEVO        ,SHANGO,Abierta,Acera
2400,CIUDAD LINEAL       ,CONCEPCION          ,BAR CAFETERIA LA CASTIZA,Abierta,Acera
2401,CIUDAD LINEAL       ,CONCEPCION          ,TABERNA EL 7,Abierta,Acera
2402,CIUDAD LINEAL       ,VENTAS              ,PIZZERIA DON VITO,Abierta,Calle peatonal
2404,VICALVARO           ,CASCO H.VICALVARO   ,BAR LA TABERNA DE YOLI ANTES LOS ?NGELES,Abierta,Acera
2405,TETUAN              ,CUATRO CAMINOS      ,EL SUE?O DE GONZALO,Abierta,Acera
2406,CENTRO              ,EMBAJADORES         ,M?S CORAZ?N                                      ,Abierta,Acera
2408,CENTRO              ,EMBAJADORES         ,EL GRANERO DE LAVAPIES                            ,Abierta,Acera
2409,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR LOS PUENTES,Abierta,Acera
2410,SALAMANCA           ,CASTELLANA          ,ENSALADAS Y MAS,Abierta,Acera
2411,TETUAN              ,ALMENARA            ,BAR,Abierta,Superficie en parcela privada
2412,CIUDAD LINEAL       ,QUINTANA            ,SAPAMA,Abierta,Acera
2414,FUENCARRAL-EL PARDO ,LA PAZ              ,CERVECERIA CARLOS V,Abierta,Acera
2417,CENTRO              ,PALACIO             ,TABERNA LA BUHA,Abierta,Acera
2418,CENTRO              ,PALACIO             ,BAR EL VIAJERO,Abierta,Acera
2419,VILLAVERDE          ,LOS ROSALES         ,BAR EL PARQUE,Abierta,Acera
2421,USERA               ,SAN FERMIN          ,EL OBRADOR SEVERIANO,Abierta,Acera
2422,USERA               ,ALMENDRALES         ,LA BRA?A,Abierta,Acera
2424,RETIRO              ,IBIZA               ,CERVECERIA CHUNDA                                 ,Abierta,Bulevar
2425,RETIRO              ,PACIFICO            ,POLLO Y CARBON,Abierta,Acera
2426,RETIRO              ,IBIZA               ,HELADOS SIENNA,Abierta,Acera
2427,SALAMANCA           ,CASTELLANA          ,CAFETER?A,Abierta,Otros
2432,ARGANZUELA          ,IMPERIAL            ,CAFE Y MAS,Abierta,Acera
2442,RETIRO              ,NI?O JESUS          ,IBERICO & D.O.,Abierta,Plaza con bandas permanentes de circulaci? rodada
2445,CHAMARTIN           ,CIUDAD JARDIN       ,RESTAURANTE BACO,Abierta,Acera
2446,CHAMARTIN           ,NUEVA ESPA?A        ,TABERNA LA GOYESCA,Abierta,Acera
2447,CHAMARTIN           ,HISPANOAMERICA      ,PENALTY LOUNGE BAR,Abierta,Otros
2448,CHAMARTIN           ,HISPANOAMERICA      ,ROTULO NO INFORMADO,Abierta,Acera
2449,CHAMARTIN           ,NUEVA ESPA?A        ,ALLO PIZZA,Abierta,Acera
2450,CHAMARTIN           ,NUEVA ESPA?A        ,LA VILLANA BAR,Abierta,Acera
2451,CHAMARTIN           ,PROSPERIDAD         ,LUMAN II,Abierta,Acera
2453,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR HERMANOS VELASCO,Abierta,Acera
2454,CENTRO              ,EMBAJADORES         ,BAR AUTOMATICO,Abierta,Acera
2455,CENTRO              ,UNIVERSIDAD         ,TABERNA LA CASTA,Abierta,Calle peatonal
2459,CARABANCHEL         ,BUENAVISTA          ,PASA Y PICA LA TABERNA,Abierta,Acera
2460,SALAMANCA           ,RECOLETOS           ,BIOTZA  BAR-RESTAURANTE,Abierta,Acera
2461,CARABANCHEL         ,PUERTA BONITA       ,CAFETERIA PUERTA BONITA,Abierta,Acera
2463,CHAMARTIN           ,PROSPERIDAD         ,CERVECERIA LA RIA,Abierta,Acera
2466,CHAMARTIN           ,PROSPERIDAD         ,CAFETERIA FANNY,Abierta,Acera
2467,CHAMARTIN           ,HISPANOAMERICA      ,RESTAURANTE,Abierta,Calle peatonal
2468,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,CAF? BAR ENSANCHE 71,Abierta,Acera
2471,RETIRO              ,PACIFICO            ,FORKON S.L.,Abierta,Plaza peatonal
2472,RETIRO              ,IBIZA               ,ATLANTICO CASA DE PETISCOS,Abierta,Acera
2473,MORATALAZ           ,MARROQUINA          ,LA LUNA,Abierta,Plaza peatonal
2485,CIUDAD LINEAL       ,CONCEPCION          ,LA CABA?A,Abierta,Acera
2487,CIUDAD LINEAL       ,CONCEPCION          ,SIN R?TULO,Abierta,Acera
2488,CIUDAD LINEAL       ,CONCEPCION          ,SIDRERIA ASTIGARRAGA,Abierta,Acera
2489,CIUDAD LINEAL       ,COSTILLARES         ,EL NAVIO,Abierta,Acera
2490,CIUDAD LINEAL       ,QUINTANA            ,BAR EL PASO DOBLE,Abierta,Calle peatonal
2492,CIUDAD LINEAL       ,CONCEPCION          ,LA BOTELLER?A DEL SUR,Abierta,Acera
2493,CENTRO              ,PALACIO             ,VIPS,Abierta,Acera
2494,CENTRO              ,CORTES              ,ESTADO PURO,Abierta,Plaza peatonal
2495,CENTRO              ,SOL                 ,LOS GALAYOS,Abierta,Calle peatonal
2496,CENTRO              ,SOL                 ,CHOCOLATERIA VALOR,Abierta,Calle peatonal
2497,CENTRO              ,EMBAJADORES         ,COMETE EL MUNDO,Abierta,Acera
2499,CENTRO              ,CORTES              ,STARBUCKS COFFEE,Abierta,Acera
2500,CENTRO              ,JUSTICIA            ,PUB SAGASTA 28,Abierta,Acera
2501,CENTRO              ,SOL                 ,LA FAROLA,Abierta,Calle peatonal
2502,CENTRO              ,EMBAJADORES         ,"LA MANYULA, BAR, CAFETER?A, RACIONES",Abierta,Acera
2503,CENTRO              ,UNIVERSIDAD         ,M?R,Abierta,Calle peatonal
2504,CENTRO              ,CORTES              ,RESTAURANTE CHINO PLAZA DEL ANGEL,Abierta,Acera
2505,CENTRO              ,CORTES              ,LA TIA CEBOLLA,Abierta,Acera
2506,CENTRO              ,JUSTICIA            ,MAD MAD VEGAN,Abierta,Acera
2507,CENTRO              ,JUSTICIA            ,INDALO TAPAS,Abierta,Calle peatonal
2508,CIUDAD LINEAL       ,CONCEPCION          ,ANJO CERVECERIA,Abierta,Acera
2509,CIUDAD LINEAL       ,QUINTANA            ,PELUQUERIA LOW COST,Abierta,Acera
2510,CIUDAD LINEAL       ,CONCEPCION          ,ALACENA CAFETERIA CERVECERIA,Abierta,Acera
2511,CIUDAD LINEAL       ,CONCEPCION          ,BAR ASTUR LEONES CERVECERIA,Abierta,Acera
2512,CIUDAD LINEAL       ,CONCEPCION          ,BAR LA VILLA DE TONY CAFE,Abierta,Acera
2513,CIUDAD LINEAL       ,CONCEPCION          ,CAFETERIA BAR QUEPAR,Abierta,Acera
2514,CIUDAD LINEAL       ,CONCEPCION          ,CAFETERIA ISLA,Abierta,Acera
2516,CIUDAD LINEAL       ,CONCEPCION          ,BAR-CERVECERIA,Abierta,Acera
2517,VICALVARO           ,VALDEBERNARDO,BAR LA TABERNA DE CHANA VIC?LVARO,Abierta,Bulevar
2518,TETUAN              ,CUATRO CAMINOS      ,100 MONTADITOS,Abierta,Acera
2519,TETUAN              ,CASTILLEJOS         ,DIDECO,Abierta,Superficie en parcela privada
2520,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,BAR LA TERRAZA,Abierta,Plaza peatonal
2521,CIUDAD LINEAL       ,PUEBLO NUEVO        ,EL RINCONCITO,Abierta,Acera
2523,PUENTE DE VALLECAS  ,NUMANCIA            ,BAR,Abierta,Acera
2526,CENTRO              ,JUSTICIA            ,LAS BOVEDAS DE CIBELES,Abierta,Acera
2528,CENTRO              ,SOL                 ,TAPA TAPA,Abierta,Calle peatonal
2529,CENTRO              ,EMBAJADORES         ,RESTAURANTE JALO,Suspension temporal,Acera
2530,USERA               ,ALMENDRALES         ,BAR BAHIA,Abierta,Plaza peatonal
2531,USERA               ,SAN FERMIN          ,BAR EL ENCIERRO,Abierta,Otros
2532,FUENCARRAL-EL PARDO ,EL PILAR            ,BAR: EMANUELA ANA,Abierta,Superficie en parcela privada
2536,TETUAN              ,CASTILLEJOS         ,TAPIKAS,Abierta,Acera
2537,VILLAVERDE          ,LOS ROSALES         ,BAR EL MIRADOR DE SAN ISIDRO,Abierta,Calle peatonal
2539,ARGANZUELA          ,LEGAZPI             ,PURE & BOWL,Abierta,Acera
2540,SAN BLAS-CANILLEJAS ,ARCOS               ,PIZZERIA MAYOR,Abierta,Acera
2541,SALAMANCA           ,CASTELLANA          ,BECQUER 6 FOOD & DRINKS,Abierta,Acera
2544,RETIRO              ,IBIZA               ,CRUZ AZUL,Abierta,Acera
2545,RETIRO              ,LOS JERONIMOS       ,MURILLO CAFE,Abierta,Acera
2546,RETIRO              ,IBIZA               ,OFERCOPY,Abierta,Bulevar
2547,RETIRO              ,IBIZA               ,PARADOR DEL JAMON,Abierta,Acera
2549,MORATALAZ           ,MARROQUINA          ,LA CASITA DE CARLOTA,Abierta,Acera
2550,CENTRO              ,UNIVERSIDAD         ,EL CHOCOLATE DE LORO,Abierta,Acera
2551,CENTRO              ,SOL                 ,STARBUCKS COFFEE,Abierta,Plaza peatonal
2552,CENTRO              ,EMBAJADORES         ,BAR RESTAURANTE MAISHA,Abierta,Acera
2553,CENTRO              ,PALACIO             ,LA POTENTE,Abierta,Acera
2554,CENTRO              ,SOL                 ,MESON DE LA TORTILLA,Abierta,Acera
2555,CENTRO              ,CORTES              ,MATUTE,Abierta,Plaza peatonal
2557,SALAMANCA           ,CASTELLANA          ,LA PERCHA,Abierta,Acera
2558,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,CAFE CANELA RESTAURANTE,Abierta,Acera
2559,USERA               ,PRADOLONGO          ,BAR CERVECERIA SEVILLA,Abierta,Acera
2560,VILLAVERDE          ,SAN ANDRES          ,CAFETERIA ZAMPA TAPAS,Abierta,Acera
2561,VILLAVERDE          ,SAN CRISTOBAL       ,BAR LAS PALMERAS,Abierta,Acera
2564,BARAJAS             ,AEROPUERTO          ,BAR LOS AMIGOS,Abierta,Acera
2565,FUENCARRAL-EL PARDO ,MIRASIERRA          ,EL MORDISCO,Abierta,Acera
2566,CHAMARTIN           ,NUEVA ESPA?A        ,MC DONALDS,Abierta,Acera
2567,CHAMARTIN           ,HISPANOAMERICA      ,BAR RESTAURANTE,Abierta,Plaza peatonal
2568,FUENCARRAL-EL PARDO ,VALVERDE            ,RESTAURANTE FENIX,Abierta,Acera
2570,MONCLOA-ARAVACA     ,ARGUELLES           ,THE GOOD BURGER,Abierta,Acera
2571,FUENCARRAL-EL PARDO ,VALVERDE            ,EL 39,Abierta,Acera
2573,FUENCARRAL-EL PARDO ,MIRASIERRA          ,LA MENDOZINA,Abierta,Acera
2575,FUENCARRAL-EL PARDO ,EL PILAR            ,LA MESA PUESTA,Abierta,Acera
2576,FUENCARRAL-EL PARDO ,PE?A GRANDE         ,KEBAB KEBABISH,Abierta,Plaza peatonal
2577,MONCLOA-ARAVACA     ,VALDEZARZA          ,BAR FELIX,Abierta,Acera
2579,CENTRO              ,CORTES              ,HOSTAL  PERSAL,Abierta,Plaza con bandas permanentes de circulaci? rodada
2580,CENTRO              ,EMBAJADORES         ,BAR LE PETIT                                      ,Abierta,Acera
2582,CENTRO              ,EMBAJADORES         ,BAR LA PLAYA DE LAVAPIES,Abierta,Acera
2584,CIUDAD LINEAL       ,VENTAS              ,TAPAME,Abierta,Calle peatonal
2585,CIUDAD LINEAL       ,QUINTANA            ,MONTEMAYOR,Abierta,Acera
2587,CIUDAD LINEAL       ,CONCEPCION          ,CAFETERIA ROMAN,Abierta,Plaza peatonal
2588,CIUDAD LINEAL       ,CONCEPCION          ,SALONES LASO,Abierta,Plaza peatonal
2589,CIUDAD LINEAL       ,CONCEPCION          ,CASA IVAN,Abierta,Plaza peatonal
2592,CIUDAD LINEAL       ,CONCEPCION          ,CAFETERIA LUZON,Abierta,Acera
2594,CIUDAD LINEAL       ,SAN PASCUAL         ,BAR YOLANDA,Abierta,Calle peatonal
2595,SALAMANCA           ,GUINDALERA          ,KING DONER KEBAD,Abierta,Acera
2596,SALAMANCA           ,GOYA                ,BODEGA LA FUENTE,Abierta,Acera
2598,SALAMANCA           ,GUINDALERA          ,BAR VALLADARES,Abierta,Acera
2599,VILLAVERDE          ,LOS ANGELES         ,BAR LA VEGA,Abierta,Acera
2600,VILLAVERDE          ,SAN ANDRES          ,BAR LA TERRAZA ,Abierta,Otros
