_id,desc_distrito_local,desc_barrio_local,Nombre,desc_situacion_terraza,desc_ubicacion_terraza
7,SAN BLAS-CANILLEJAS ,ROSAS               ,SR,Abierta,Acera
32,SALAMANCA           ,RECOLETOS           ,JURUCHA,Abierta,Acera
33,SALAMANCA           ,GUINDALERA          ,HONTANARES,Abierta,Acera
34,SALAMANCA           ,GUINDALERA          ,BAR MARISQUERIA LUIS,Abierta,Calle peatonal
36,SALAMANCA           ,GUINDALERA          ,SAGAR,Abierta,Calle peatonal
40,SALAMANCA           ,RECOLETOS           ,WAGABOO,Abierta,Acera
41,SALAMANCA           ,RECOLETOS           ,THE JAMES JOYCE IRISH PUB,Abierta,Acera
44,SALAMANCA           ,GUINDALERA          ,HOTEL ABBA MADRID,Abierta,Acera
50,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,LA PLAZA,Abierta,Plaza peatonal
51,SALAMANCA           ,GUINDALERA          ,EL NUEVO RINC?N DE JA?N,Abierta,Acera
52,SALAMANCA           ,GOYA                ,VIENA CAPELLANES,Abierta,Acera
54,VILLAVERDE          ,SAN CRISTOBAL       ,BAR LAS TORRES,Abierta,Acera
56,VILLAVERDE          ,LOS ROSALES         , KEBAB ARMENIA,Abierta,Acera
58,SALAMANCA           ,FUENTE DEL BERRO    ,CAFETERIA PARISIENA,Abierta,Acera
59,SALAMANCA           ,RECOLETOS           ,BAR-RESTAURANTE,Abierta,Acera
60,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,EL RINCON DEL TIO PEPE,Abierta,Acera
63,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR  SAN JULIAN,Abierta,Acera
66,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR JOSUE,Abierta,Acera
67,SAN BLAS-CANILLEJAS ,REJAS               ,RESTAURANTE BAR TORRES,Abierta,Acera
68,VILLAVERDE          ,SAN ANDRES          ,BONGO CAFE,Abierta,Acera
69,SALAMANCA           ,RECOLETOS           ,EL ARBOL Y LA TOSTA,Abierta,Acera
72,BARAJAS             ,TIMON               ,BURGER KING,Abierta,Acera
73,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,RESTAURANTE 40 & CUATRO,Abierta,Acera
74,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,BAR-RESTAURANTE,Abierta,Calle peatonal
76,VILLAVERDE          ,BUTARQUE            ,CERVECERIA MINERVA,Abierta,Acera
77,VILLAVERDE          ,LOS ROSALES         ,BAR DONDE SIEMPRE,Abierta,Plaza peatonal
78,VILLAVERDE          ,LOS ROSALES         ,LA PARADA ESQUINA,Abierta,Acera
79,VILLAVERDE          ,SAN ANDRES          ,BURGUER CAROVI,Abierta,Acera
80,VILLAVERDE          ,LOS ANGELES         ,A GAIVOTI?A II,Abierta,Acera
81,VILLAVERDE          ,LOS ANGELES         ,PE?A DE FRANCIA,Abierta,Acera
82,VILLAVERDE          ,SAN ANDRES          ,LUCKY,Abierta,Acera
83,VILLAVERDE          ,LOS ANGELES         ,EL KUBO,Abierta,Plaza peatonal
84,VILLAVERDE          ,SAN ANDRES          ,BAR ASTURIAS,Abierta,Plaza peatonal
85,VILLAVERDE          ,LOS ROSALES         ,LA ABUELA,Abierta,Acera
86,VILLAVERDE          ,LOS ANGELES         ,BAR PEMA,Abierta,Acera
87,VILLAVERDE          ,LOS ANGELES         ,CASA MONICA,Abierta,Acera
88,VILLA DE VALLECAS   ,SANTA EUGENIA       ,EL JARDIN DEL BACO,Abierta,Acera
89,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CERVECERIA LA TOMASA,Abierta,Acera
91,VILLA DE VALLECAS   ,SANTA EUGENIA       ,BAR  LA HACIENDA,Abierta,Acera
95,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CERVECERIA LA TORRE,Abierta,Acera
98,VILLA DE VALLECAS   ,SANTA EUGENIA       ,EL JARDIN DE BACO II,Abierta,Acera
101,VILLAVERDE          ,SAN ANDRES          ,"ESTUDIO VILLAVERDE ALTO, SL",Abierta,Calle peatonal
102,VILLAVERDE          ,SAN ANDRES          ,LAS BEGONIAS,Abierta,Acera
103,VILLAVERDE          ,LOS ANGELES         ,BAR CASA CONEL,Abierta,Acera
104,VILLAVERDE          ,BUTARQUE            ,PASTELERIA PANADERIA CAFETERIA CHICO,Abierta,Acera
105,VILLAVERDE          ,SAN ANDRES          ,BAR LAS NI?AS,Abierta,Acera
106,VILLAVERDE          ,SAN ANDRES          ,BAR MEZQUITA,Abierta,Acera
107,VILLAVERDE          ,SAN ANDRES          ,BAR RENATO,Abierta,Bulevar
108,VILLAVERDE          ,SAN CRISTOBAL       ,PEREZ CAFETERIA,Abierta,Acera
109,VILLAVERDE          ,BUTARQUE            ,100 MONTADITOS,Abierta,Acera
110,VILLAVERDE          ,LOS ANGELES         ,RESTAURANTE GALLARDO,Abierta,Acera
111,VILLAVERDE          ,LOS ANGELES         ,LA ATALAYA,Abierta,Acera
112,VILLAVERDE          ,LOS ANGELES         ,ALQUEZAR LA BODEGA DE COTE,Abierta,Acera
113,VILLAVERDE          ,BUTARQUE            ,BAR SALINAS,Abierta,Otros
114,VILLAVERDE          ,LOS ANGELES         ,JOSE,Abierta,Acera
115,VILLAVERDE          ,SAN ANDRES          ,CAFE SAXO,Abierta,Plaza peatonal
116,VILLAVERDE          ,SAN CRISTOBAL       ,CERVECERIA SAN CRISTOBAL,Abierta,Acera
117,VILLAVERDE          ,LOS ROSALES         ,EL PORTON,Abierta,Otros
119,VILLAVERDE          ,LOS ROSALES         ,DONER KEBAB PLAZA,Abierta,Plaza peatonal
120,VILLAVERDE          ,SAN CRISTOBAL       ,BAR PIRATA,Abierta,Plaza peatonal
121,ARGANZUELA          ,CHOPERA             ,CERVECERIA LA LASTRA,Abierta,Acera
122,ARGANZUELA          ,PALOS DE MOGUER     ,BAR SORIA,Abierta,Acera
124,ARGANZUELA          ,IMPERIAL            ,CERVECERIA CANTALEJO RESTAURANTE,Abierta,Acera
125,ARGANZUELA          ,CHOPERA             ,BAR ORENSE,Abierta,Acera
126,ARGANZUELA          ,CHOPERA             ,BAR EL CONQUISTADOR,Abierta,Acera
127,ARGANZUELA          ,CHOPERA             ,CAFETERIA LOA,Abierta,Acera
128,SAN BLAS-CANILLEJAS ,SIMANCAS            ,LA SEDE D'ANDRUBEN,Abierta,Acera
129,USERA               ,MOSCARDO            ,"EL RINCON DE SIXTO,",Abierta,Acera
130,USERA               ,MOSCARDO            ,SIN R?TULO,Abierta,Acera
131,USERA               ,MOSCARDO            ,BAR ALFIL,Abierta,Acera
132,USERA               ,PRADOLONGO          ,BAR PISCIS,Abierta,Acera
135,USERA               ,MOSCARDO            ,LA ALEGRIA,Abierta,Acera
136,USERA               ,ALMENDRALES         ,BAR CLEMENTE,Abierta,Acera
137,USERA               ,SAN FERMIN          ,CAFE BAR MARTIN,Abierta,Acera
138,ARGANZUELA          ,ACACIAS             ,CAFETERIA HINOJAR,Abierta,Acera
145,VILLAVERDE          ,SAN ANDRES          ,DON GERMAN,Abierta,Acera
146,ARGANZUELA          ,IMPERIAL            ,BAR RESTAURANTE MARTIN,Abierta,Acera
147,VILLAVERDE          ,BUTARQUE            ,RESTAURANTE PARQUE ROSALES CERVECERIA,Abierta,Acera
148,USERA               ,MOSCARDO            ,EL BAR,Abierta,Acera
149,MONCLOA-ARAVACA     ,ARGUELLES           ,8 1/2 LIBROS DE CINE,Abierta,Acera
151,USERA               ,ALMENDRALES         ,R?TULO NO INFORMADO,Abierta,Acera
152,USERA               ,ALMENDRALES         ,CAFETERIA 204,Abierta,Acera
153,USERA               ,SAN FERMIN          ,PARRILLA BONALMA,Abierta,Acera
154,USERA               ,MOSCARDO            ,BAR,Abierta,Plaza peatonal
155,USERA               ,MOSCARDO            ,BAR LUZON,Abierta,Acera
156,USERA               ,ORCASUR             ,CAFETERIA HALLEY,Abierta,Acera
157,USERA               ,ORCASITAS           ,BAR SANCHEZ,Abierta,Plaza peatonal
159,VILLAVERDE          ,LOS ANGELES         ,VENTA CARMONA,Abierta,Calle peatonal
160,VILLAVERDE          ,LOS ANGELES         ,CAFETERIA LUMAR,Abierta,Acera
161,VILLAVERDE          ,LOS ANGELES         ,BAR RESTAURANTE MARTIN,Abierta,Superficie en parcela privada
163,VILLAVERDE          ,LOS ANGELES         ,EL PILAR,Abierta,Otros
164,VILLAVERDE          ,SAN ANDRES          ,EL PORTON,Abierta,Acera
165,VILLAVERDE          ,LOS ANGELES         ,BAR EL RINCON DEL QUIJOTE,Abierta,Acera
167,VILLAVERDE          ,LOS ROSALES         ,DI MADRID,Abierta,Otros
168,VILLAVERDE          ,LOS ROSALES         ,EL ZAGUAN,Abierta,Otros
171,VILLAVERDE          ,LOS ROSALES         ,LA BODEGUILLA IBERICA,Abierta,Acera
172,VILLAVERDE          ,SAN CRISTOBAL       ,BAR VIETNAM,Abierta,Acera
173,VILLAVERDE          ,LOS ANGELES         ,BAR JOSE LUIS,Abierta,Acera
175,ARGANZUELA          ,DELICIAS            ,CAFETERIA FERROCARRIL                             ,Abierta,Acera
177,ARGANZUELA          ,CHOPERA             ,RESTARAURANTE  O'PORTI?O,Abierta,Acera
179,ARGANZUELA          ,ACACIAS             ,LA MARGHERITA,Abierta,Bulevar
181,ARGANZUELA          ,IMPERIAL            ,RESTAURANTE LA POTA DOURO,Abierta,Acera
182,CENTRO              ,PALACIO             ,CA?AS Y TAPAS,Abierta,Acera
183,BARAJAS             ,CASCO H.BARAJAS     ,BAR LOS GALLEGOS,Abierta,Acera
184,VILLAVERDE          ,LOS ROSALES         ,TU BOCATA II,Abierta,Plaza peatonal
186,VILLAVERDE          ,LOS ROSALES         ,CAFETERIA BAR LINEA 123,Abierta,Acera
189,VILLAVERDE          ,SAN ANDRES          ,BAR GALICIA,Abierta,Acera
191,VILLAVERDE          ,LOS ANGELES         ,BAR ESTRELLA 2008,Abierta,Acera
192,VILLAVERDE          ,SAN ANDRES          ,BAR UNO,Abierta,Acera
193,VILLAVERDE          ,BUTARQUE            ,KEBAB ARMENIA,Abierta,Acera
194,VILLAVERDE          ,BUTARQUE            ,CAFETERIA,Abierta,Acera
197,VILLAVERDE          ,LOS ANGELES         ,CAFETERIA OBREGON,Abierta,Calle peatonal
198,VILLAVERDE          ,SAN ANDRES          ,EL CUERPO DEL DESEO,Abierta,Acera
199,VILLAVERDE          ,SAN CRISTOBAL       ,EL RINCON DE LOLA,Abierta,Plaza peatonal
200,VILLAVERDE          ,LOS ANGELES         ,BAR PINILLA,Abierta,Otros
201,VILLAVERDE          ,LOS ANGELES         ,BAR MINI PILAR,Abierta,Acera
204,VILLAVERDE          ,SAN CRISTOBAL       ,BAR EL CIGARRAL TOLEDANO,Abierta,Acera
205,VILLAVERDE          ,SAN ANDRES          ,BAR LAS MURALLAS,Abierta,Acera
206,VILLAVERDE          ,SAN CRISTOBAL       ,BAR DULCI,Abierta,Acera
207,SALAMANCA           ,GUINDALERA          ,L'ANDECHA,Abierta,Acera
209,USERA               ,SAN FERMIN          ,BAR PELAEZ,Abierta,Acera
210,USERA               ,ORCASITAS           ,O TOUXEIRO,Abierta,Plaza peatonal
211,USERA               ,SAN FERMIN          ,BAR LUQUE,Abierta,Acera
212,USERA               ,SAN FERMIN          ,ASAY,Abierta,Calle peatonal
213,USERA               ,ZOFIO               ,XALLAS,Abierta,Acera
214,MORATALAZ           ,MEDIA LEGUA         ,CERVECERIA 100 MONTADITOS,Abierta,Acera
216,VILLAVERDE          ,BUTARQUE            ,SIDRERIA DEL NORTE,Abierta,Acera
217,VILLAVERDE          ,LOS ANGELES         ,BAR MONICO,Abierta,Acera
219,VILLAVERDE          ,LOS ANGELES         ,BAR LOS CAMPEONES - JAEN,Abierta,Acera
220,VILLAVERDE          ,SAN ANDRES          ,LA POSADA DE GREEN VILLAGE,Abierta,Acera
221,VILLAVERDE          ,SAN ANDRES          ,MADRETIERRA,Abierta,Calle peatonal
222,VILLAVERDE          ,SAN ANDRES          ,EL CASTIZO,Abierta,Acera
223,VILLAVERDE          ,SAN CRISTOBAL       ,CAFETERIA BAR JUANJO Y JOSE,Abierta,Acera
224,VILLAVERDE          ,BUTARQUE            ,BAR RESTAURANTE VITA KR,Abierta,Acera
226,VILLAVERDE          ,SAN CRISTOBAL       ,BAR CONGO,Abierta,Acera
227,VILLAVERDE          ,LOS ROSALES         ,DONDE LA LOLA,Abierta,Acera
229,USERA               ,MOSCARDO            ,BAR OLIVA,Abierta,Acera
230,USERA               ,MOSCARDO            ,TABERNA LA ANDALUZA,Abierta,Acera
231,USERA               ,ZOFIO               ,A NOXA GALICIA,Abierta,Acera
232,USERA               ,ORCASITAS           ,CAFETERIA JUANITO,Abierta,Acera
233,USERA               ,MOSCARDO            ,CAMBOY,Abierta,Acera
234,USERA               ,ORCASITAS           ,BAR ASADOR MERINO,Abierta,Calle peatonal
235,USERA               ,MOSCARDO            ,EL CHIRINGUITO,Abierta,Calle peatonal
236,USERA               ,SAN FERMIN          ,BAR JUSTO,Abierta,Acera
237,USERA               ,ALMENDRALES         ,BAR CAFETERIA,Abierta,Plaza peatonal
238,USERA               ,MOSCARDO            ,BAR EL MANCHEGO (LOCAL 2 Y 3),Abierta,Acera
240,SAN BLAS-CANILLEJAS ,SIMANCAS            ,TGB-THE GOOD BURGER,Abierta,Acera
243,SALAMANCA           ,RECOLETOS           ,LA NI?A,Abierta,Acera
245,SALAMANCA           ,GUINDALERA          ,JARRITUS,Abierta,Acera
247,USERA               ,SAN FERMIN          ,BAR CAFETERIA KRISTIN,Abierta,Plaza peatonal
251,USERA               ,SAN FERMIN          ,BAR LA SELVA,Abierta,Acera
252,USERA               ,ZOFIO               ,SALEM II,Abierta,Plaza peatonal
253,USERA               ,PRADOLONGO          ,BAR LEONES,Abierta,Acera
254,USERA               ,PRADOLONGO          ,CAFETERIA CUESTA CERVECERIA,Abierta,Acera
255,USERA               ,MOSCARDO            ,CAFETERIA LUMAR,Abierta,Acera
257,USERA               ,ORCASUR             ,CASA ANTONIO,Abierta,Acera
258,USERA               ,ALMENDRALES         ,MUSEO DEL JAMON,Abierta,Acera
259,USERA               ,MOSCARDO            ,DONNER KEBAP USERA,Abierta,Acera
260,USERA               ,MOSCARDO            ,R?TULO NO INFORMADO,Abierta,Plaza peatonal
261,USERA               ,ORCASUR             ,LOCAL PENDIENTE DE VERIFICACION,Abierta,Acera
262,USERA               ,ORCASITAS           ,"ALH?BEGA BAR, S.L.",Abierta,Plaza peatonal
263,USERA               ,ORCASITAS           ,CAFETRIA ACUARIO,Abierta,Acera
264,USERA               ,MOSCARDO            ,CERVECERIA JUSTI,Abierta,Plaza peatonal
265,PUENTE DE VALLECAS  ,PALOMERAS SURESTE   ,BAR RESTAURANTE,Abierta,Acera
266,ARGANZUELA          ,CHOPERA             ,TAPAS,Abierta,Acera
267,ARGANZUELA          ,PALOS DE MOGUER     ,BAR CERVECERIA DIAZ,Abierta,Acera
269,ARGANZUELA          ,PALOS DE MOGUER     ,CERVECERIA 100 MONTADITOS,Abierta,Acera
271,ARGANZUELA          ,ACACIAS             ,PRYCE CAFE,Abierta,Acera
272,ARGANZUELA          ,PALOS DE MOGUER     ,RESTAURANTE ABADIA,Abierta,Acera
273,ARGANZUELA          ,DELICIAS            ,EL KUBO LOCO,Abierta,Acera
275,ARGANZUELA          ,CHOPERA             ,COSTELLO R?O,Abierta,Acera
279,ARGANZUELA          ,IMPERIAL            ,CASA VALENTIN,Abierta,Acera
282,VILLAVERDE          ,LOS ANGELES         ,KEBAB TRES FUEGOS,Abierta,Otros
283,VILLAVERDE          ,SAN CRISTOBAL       ,BAR CAFE LOS PINAZOS,Abierta,Calle peatonal
287,CHAMARTIN           ,CIUDAD JARDIN       ,SAL Y SAL DE TAPAS,Abierta,Acera
288,CHAMARTIN           ,PROSPERIDAD         ,CAFETERIA ENXEBRE,Abierta,Acera
289,SALAMANCA           ,GOYA                ,BAR CALVIN,Abierta,Plaza peatonal
290,SALAMANCA           ,GUINDALERA          ,LA CERVEZERIA,Abierta,Acera
292,ARGANZUELA          ,ACACIAS             ,RESTAURANTE PIMENTON,Abierta,Plaza peatonal
294,ARGANZUELA          ,IMPERIAL            ,MONTEPINOS,Abierta,Acera
295,ARGANZUELA          ,IMPERIAL            ,RODILLA,Abierta,Acera
296,ARGANZUELA          ,IMPERIAL            ,ARROCERIA IMPERIAL,Abierta,Acera
297,ARGANZUELA          ,PALOS DE MOGUER     ,LOS CHIQUITOS BAR DE TAPAS,Abierta,Acera
298,ARGANZUELA          ,ACACIAS             ,AUTOESCUELA LARA,Abierta,Acera
300,ARGANZUELA          ,DELICIAS            ,CERVECERIA GUIMAR CAFETERIA,Abierta,Acera
302,ARGANZUELA          ,DELICIAS            ,TABERNA DEL FERROCARRIL,Abierta,Acera
304,CENTRO              ,JUSTICIA            ,LA SACRISTIA RESTAURANTE,Abierta,Plaza con bandas permanentes de circulaci? rodada
305,MORATALAZ           ,MARROQUINA          ,AZUL Y ORO,Abierta,Acera
306,VILLAVERDE          ,LOS ANGELES         ,BAR MARTINEZ,Abierta,Acera
307,VILLAVERDE          ,LOS ROSALES         ,ENTREAMIGOS,Abierta,Acera
308,VILLAVERDE          ,LOS ANGELES         ,BAR LA REJA,Abierta,Acera
309,VILLAVERDE          ,BUTARQUE            ,CAFE HILO'S,Abierta,Plaza peatonal
311,LATINA              ,LAS AGUILAS         ,IBERICA BY EL ESQUINAZO,Abierta,Acera
312,LATINA              ,LAS AGUILAS         ,MONTON SANZ CAFETERIA RESTAURANTE,Abierta,Acera
313,LATINA              ,PUERTA DEL ANGEL    ,AUPA BAR,Abierta,Acera
315,SALAMANCA           ,GOYA                ,EL BARRIL                                         ,Abierta,Acera
316,FUENCARRAL-EL PARDO ,LA PAZ              ,BAHIA,Abierta,Acera
317,FUENCARRAL-EL PARDO ,VALVERDE            ,RESTAURANTE LA DEHESA IV,Abierta,Acera
318,FUENCARRAL-EL PARDO ,MIRASIERRA          ,TABERNA COCINARTE,Abierta,Acera
319,VILLA DE VALLECAS   ,SANTA EUGENIA       ,LA MURALLA,Abierta,Bulevar
320,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,LOS QUESOS DE L`AMELIE,Abierta,Acera
321,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,VINUBAR,Abierta,Acera
325,ARGANZUELA          ,PALOS DE MOGUER     ,BAR JUANITO,Abierta,Acera
331,ARGANZUELA          ,PALOS DE MOGUER     ,CAFETERIA LA OCHAVA,Abierta,Acera
332,ARGANZUELA          ,PALOS DE MOGUER     ,BISTRO PREMIUM RESTAURANTE,Abierta,Acera
333,ARGANZUELA          ,PALOS DE MOGUER     ,BAR EL ANDEN,Abierta,Acera
335,SAN BLAS-CANILLEJAS ,AMPOSTA             ,UVE Y MARI,Abierta,Acera
336,SAN BLAS-CANILLEJAS ,EL SALVADOR         ,EL RACO,Abierta,Acera
337,SAN BLAS-CANILLEJAS ,ARCOS               ,CERVEZAS UCEDA,Abierta,Acera
338,SAN BLAS-CANILLEJAS ,ARCOS               ,EL DESVAN CAFE RESTAURANTE,Abierta,Acera
339,SAN BLAS-CANILLEJAS ,ARCOS               ,BAR LAS CINCO LAGUNAS,Abierta,Acera
340,SAN BLAS-CANILLEJAS ,ROSAS               ,EL RACIMO DE ORO,Abierta,Otros
342,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR PASCUALA,Abierta,Calle peatonal
343,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,PASTELERIA CHARLOT CAFETERIA,Abierta,Acera
344,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CERVECERIA DAN-CAR,Abierta,Acera
345,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR EL RINCON DE MIGUELIN,Abierta,Acera
346,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR EL CAFELITO CAFETERIA,Abierta,Acera
348,SAN BLAS-CANILLEJAS ,ROSAS               ,CAFETERIA VERTIGO,Abierta,Acera
350,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR LA CAMPANA,Abierta,Acera
351,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR UCLES,Abierta,Acera
352,SAN BLAS-CANILLEJAS ,SIMANCAS            ,RESTAURANTE CHINO DINASTY,Abierta,Acera
353,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR MAQUEDA S,Abierta,Acera
354,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BLACK AND GREY,Abierta,Acera
355,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR LOS MELLIZOS,Abierta,Acera
357,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,EL CHAVAL FREIDURIA,Abierta,Superficie en parcela privada
358,SAN BLAS-CANILLEJAS ,REJAS               ,BAR LOS AMIGOS,Abierta,Acera
360,SAN BLAS-CANILLEJAS ,HELLIN              ,CEFETERIA CERVECERIA JUVINA,Abierta,Acera
361,SAN BLAS-CANILLEJAS ,ARCOS               ,RESTAURANTE VICTORIA,Abierta,Acera
362,SAN BLAS-CANILLEJAS ,ARCOS               ,SR,Abierta,Acera
363,SAN BLAS-CANILLEJAS ,ROSAS               ,A TABERNA DO MEIGO,Abierta,Acera
364,SAN BLAS-CANILLEJAS ,SIMANCAS            ,GAMBRINUS,Abierta,Acera
365,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR RESTAURANTE,Abierta,Acera
366,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CHURRERIA LOS MADRO?OS,Abierta,Acera
367,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CERVECERIA LORENZO,Abierta,Acera
368,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAYMA CAFETERIA,Abierta,Acera
369,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR LA ISLA,Abierta,Acera
370,SAN BLAS-CANILLEJAS ,ROSAS               ,BAR EL PUCHERO,Abierta,Acera
372,SAN BLAS-CANILLEJAS ,ROSAS               ,BAR LA BAH?A,Abierta,Acera
375,SAN BLAS-CANILLEJAS ,EL SALVADOR         ,MATSURI,Abierta,Acera
376,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CASI BAR,Abierta,Acera
377,SAN BLAS-CANILLEJAS ,SIMANCAS            ,BAR RESTAURANTE DAKINI,Abierta,Acera
378,SAN BLAS-CANILLEJAS ,ROSAS               ,LA ALCAZABA DE ALMERIA,Abierta,Acera
379,SAN BLAS-CANILLEJAS ,ARCOS               ,CERVECERIA BAR SILA,Abierta,Acera
380,SAN BLAS-CANILLEJAS ,ARCOS               ,LOS NI?OS DE LA VICTORIA BAR CAFE,Abierta,Acera
382,SAN BLAS-CANILLEJAS ,ARCOS               ,CAFETERIA RESTAURANTE JULIOS,Abierta,Acera
383,SAN BLAS-CANILLEJAS ,ARCOS               ,BAR JULI,Abierta,Acera
384,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CARNICERIA CAMI,Abierta,Acera
385,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR LOS ANGELES,Abierta,Plaza peatonal
386,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,SIDRERIA EL LLAGAR,Abierta,Plaza peatonal
387,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR GUADIANA,Abierta,Acera
388,SAN BLAS-CANILLEJAS ,AMPOSTA             ,EL REFUGIO,Abierta,Acera
389,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR GIL,Abierta,Acera
390,SAN BLAS-CANILLEJAS ,ROSAS               ,ALMADRABA,Abierta,Acera
391,SAN BLAS-CANILLEJAS ,ROSAS               ,CAFETERIA EL ZARZAL,Abierta,Acera
392,SAN BLAS-CANILLEJAS ,ARCOS               ,CERVECERIA BAR EL MOLINON,Abierta,Acera
393,SAN BLAS-CANILLEJAS ,ARCOS               ,BAR COIMBRA,Abierta,Plaza peatonal
394,SAN BLAS-CANILLEJAS ,ARCOS               ,BAR SUPERA,Abierta,Calle peatonal
395,SAN BLAS-CANILLEJAS ,ROSAS               ,BAR QUEDATE CONMIGO,Abierta,Acera
396,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR CAMARERO,Abierta,Calle peatonal
397,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR LA MONTA?A,Abierta,Acera
398,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR SEGOVIA,Abierta,Acera
399,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CERVECERIA EL PIRATA,Abierta,Acera
402,SAN BLAS-CANILLEJAS ,ROSAS               ,LA ANDALUZA ,Abierta,Acera
403,SAN BLAS-CANILLEJAS ,ROSAS               ,LA VILLA DE FOZ,Abierta,Acera
404,SAN BLAS-CANILLEJAS ,ROSAS               ,BAR EL REFUGIO,Abierta,Acera
405,SAN BLAS-CANILLEJAS ,ROSAS               ,CERVECERIA Z DE MADRIZ,Abierta,Acera
406,SAN BLAS-CANILLEJAS ,ROSAS               ,RESTAURANTE CHINO MULAN,Abierta,Acera
407,SAN BLAS-CANILLEJAS ,ROSAS               ,FRESH DONNER KEBAB,Abierta,Acera
408,SAN BLAS-CANILLEJAS ,ROSAS               ,ESCUELA DE ENSE?ANZA,Abierta,Acera
409,SAN BLAS-CANILLEJAS ,ROSAS               ,A LA DE TRES,Abierta,Acera
411,USERA               ,PRADOLONGO          ,LONGINOS HOUSE,Abierta,Acera
412,USERA               ,ORCASITAS           ,BAR LA PLAZA,Abierta,Plaza peatonal
415,USERA               ,ZOFIO               ,HNOS MAYORDOMO,Abierta,Acera
416,USERA               ,ORCASITAS           ,BAR,Abierta,Acera
417,USERA               ,MOSCARDO            ,O FREIXO,Abierta,Acera
418,SAN BLAS-CANILLEJAS ,SIMANCAS            ,EL RINCON DE LA ALCARRIA,Abierta,Acera
419,SAN BLAS-CANILLEJAS ,SIMANCAS            ,RESTAURANTE CAFETERIA SHIRAY,Abierta,Acera
420,SAN BLAS-CANILLEJAS ,AMPOSTA             ,MAKE DONNER,Abierta,Acera
421,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CERVECERIA HEVIA,Abierta,Acera
422,SAN BLAS-CANILLEJAS ,SIMANCAS            ,RESTAURANTE LAZICA,Abierta,Acera
423,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR,Abierta,Acera
424,SAN BLAS-CANILLEJAS ,SIMANCAS            ,SANKALY,Abierta,Acera
426,SAN BLAS-CANILLEJAS ,EL SALVADOR         ,TABERNA ENTRE CASTILLAS,Abierta,Acera
427,SAN BLAS-CANILLEJAS ,EL SALVADOR         ,MAR & YO,Abierta,Acera
428,SAN BLAS-CANILLEJAS ,SIMANCAS            ,SANPAS,Abierta,Acera
429,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CAFETERIA ARUAL,Abierta,Acera
430,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CAFETERIA LA FLOR DE LIS,Abierta,Acera
432,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,BAR SEOANE RESTAURANTE,Abierta,Acera
434,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,EL RINCON LUSO BAR,Abierta,Acera
436,SAN BLAS-CANILLEJAS ,HELLIN              ,CERVECERIA SANZ,Abierta,Acera
437,SAN BLAS-CANILLEJAS ,HELLIN              ,LAS ESTRELLAS,Abierta,Acera
438,SAN BLAS-CANILLEJAS ,HELLIN              ,CAFE BAR  TUPY II,Abierta,Acera
439,SAN BLAS-CANILLEJAS ,AMPOSTA             ,BAR LA QUINTANA,Abierta,Acera
440,SAN BLAS-CANILLEJAS ,AMPOSTA             ,CAFETERIA SHIRAY,Abierta,Acera
